participant_id,condition,source_dataset,start_index,end_index,split
maze_4.0,maze,maze,90,120,train
maze_4.0,maze,maze,105,135,train
maze_4.0,maze,maze,120,150,train
maze_4.0,maze,maze,135,165,train
maze_4.0,maze,maze,150,180,train
maze_4.0,maze,maze,165,195,train
maze_4.0,maze,maze,180,210,train
maze_4.0,maze,maze,195,225,train
maze_4.0,maze,maze,210,240,train
maze_4.0,maze,maze,225,255,train
maze_4.0,maze,maze,240,270,train
maze_4.0,maze,maze,255,285,train
maze_4.0,maze,maze,270,300,train
maze_4.0,maze,maze,285,315,train
maze_4.0,maze,maze,300,330,train
maze_4.0,maze,maze,315,345,train
maze_4.0,maze,maze,330,360,train
maze_4.0,maze,maze,345,375,train
maze_4.0,maze,maze,360,390,train
maze_4.0,maze,maze,375,405,train
maze_4.0,maze,maze,390,420,train
maze_4.0,maze,maze,405,435,train
maze_4.0,maze,maze,420,450,train
maze_4.0,maze,maze,435,465,train
maze_4.0,maze,maze,450,480,train
maze_4.0,maze,maze,465,495,train
maze_4.0,maze,maze,480,510,train
maze_4.0,maze,maze,495,525,train
maze_4.0,maze,maze,510,540,train
maze_4.0,maze,maze,525,555,train
maze_4.0,maze,maze,540,570,train
maze_4.0,maze,maze,555,585,train
maze_4.0,maze,maze,570,600,excluded
maze_4.0,maze,maze,585,615,excluded
maze_4.0,maze,maze,600,630,excluded
maze_4.0,maze,maze,615,645,validation
maze_4.0,maze,maze,630,660,validation
maze_4.0,maze,maze,645,675,validation
maze_4.0,maze,maze,660,690,validation
maze_4.0,maze,maze,675,705,validation
maze_4.0,maze,maze,690,720,validation
maze_4.0,maze,maze,705,735,validation
maze_4.0,maze,maze,720,750,validation
maze_4.0,maze,maze,735,765,validation
maze_4.0,maze,maze,750,780,validation
maze_4.0,maze,maze,765,795,excluded
maze_4.0,maze,maze,780,810,excluded
maze_4.0,maze,maze,795,825,excluded
maze_4.0,maze,maze,810,840,test
maze_4.0,maze,maze,825,855,test
maze_4.0,maze,maze,840,870,test
maze_4.0,maze,maze,855,885,test
maze_4.0,maze,maze,870,900,test
maze_4.0,maze,maze,885,915,test
maze_4.0,maze,maze,900,930,test
maze_4.0,maze,maze,915,945,test
maze_4.0,maze,maze,930,960,test
maze_4.0,maze,maze,945,975,test
maze_4.0,maze,maze,960,990,test
maze_40.0,maze,maze,0,30,train
maze_40.0,maze,maze,15,45,train
maze_40.0,maze,maze,30,60,train
maze_40.0,maze,maze,45,75,train
maze_40.0,maze,maze,60,90,train
maze_40.0,maze,maze,75,105,train
maze_40.0,maze,maze,90,120,train
maze_40.0,maze,maze,105,135,train
maze_40.0,maze,maze,120,150,train
maze_40.0,maze,maze,135,165,train
maze_40.0,maze,maze,150,180,train
maze_40.0,maze,maze,165,195,train
maze_40.0,maze,maze,180,210,train
maze_40.0,maze,maze,195,225,train
maze_40.0,maze,maze,210,240,train
maze_40.0,maze,maze,225,255,train
maze_40.0,maze,maze,240,270,train
maze_40.0,maze,maze,255,285,train
maze_40.0,maze,maze,270,300,train
maze_40.0,maze,maze,285,315,train
maze_40.0,maze,maze,300,330,train
maze_40.0,maze,maze,315,345,train
maze_40.0,maze,maze,330,360,train
maze_40.0,maze,maze,345,375,train
maze_40.0,maze,maze,360,390,train
maze_40.0,maze,maze,375,405,train
maze_40.0,maze,maze,390,420,train
maze_40.0,maze,maze,405,435,train
maze_40.0,maze,maze,420,450,train
maze_40.0,maze,maze,435,465,train
maze_40.0,maze,maze,450,480,train
maze_40.0,maze,maze,465,495,train
maze_40.0,maze,maze,480,510,train
maze_40.0,maze,maze,495,525,train
maze_40.0,maze,maze,510,540,train
maze_40.0,maze,maze,525,555,train
maze_40.0,maze,maze,540,570,excluded
maze_40.0,maze,maze,555,585,excluded
maze_40.0,maze,maze,570,600,excluded
maze_40.0,maze,maze,585,615,validation
maze_40.0,maze,maze,600,630,validation
maze_40.0,maze,maze,615,645,validation
maze_40.0,maze,maze,630,660,validation
maze_40.0,maze,maze,645,675,validation
maze_40.0,maze,maze,660,690,validation
maze_40.0,maze,maze,675,705,validation
maze_40.0,maze,maze,690,720,validation
maze_40.0,maze,maze,705,735,validation
maze_40.0,maze,maze,720,750,excluded
maze_40.0,maze,maze,735,765,excluded
maze_40.0,maze,maze,750,780,excluded
maze_40.0,maze,maze,765,795,test
maze_40.0,maze,maze,780,810,test
maze_40.0,maze,maze,795,825,test
maze_40.0,maze,maze,810,840,test
maze_40.0,maze,maze,825,855,test
maze_40.0,maze,maze,840,870,test
maze_40.0,maze,maze,855,885,test
maze_40.0,maze,maze,870,900,test
maze_40.0,maze,maze,885,915,test
maze_40.0,maze,maze,900,930,test
maze_5.0,maze,maze,0,30,train
maze_5.0,maze,maze,15,45,train
maze_5.0,maze,maze,30,60,train
maze_5.0,maze,maze,45,75,train
maze_5.0,maze,maze,60,90,train
maze_5.0,maze,maze,75,105,train
maze_5.0,maze,maze,90,120,train
maze_5.0,maze,maze,105,135,train
maze_5.0,maze,maze,120,150,train
maze_5.0,maze,maze,135,165,train
maze_5.0,maze,maze,150,180,train
maze_5.0,maze,maze,165,195,train
maze_5.0,maze,maze,180,210,train
maze_5.0,maze,maze,195,225,train
maze_5.0,maze,maze,210,240,train
maze_5.0,maze,maze,225,255,train
maze_5.0,maze,maze,240,270,train
maze_5.0,maze,maze,255,285,train
maze_5.0,maze,maze,270,300,train
maze_5.0,maze,maze,285,315,train
maze_5.0,maze,maze,300,330,train
maze_5.0,maze,maze,315,345,train
maze_5.0,maze,maze,330,360,train
maze_5.0,maze,maze,345,375,train
maze_5.0,maze,maze,360,390,train
maze_5.0,maze,maze,375,405,train
maze_5.0,maze,maze,390,420,train
maze_5.0,maze,maze,405,435,train
maze_5.0,maze,maze,420,450,train
maze_5.0,maze,maze,435,465,train
maze_5.0,maze,maze,450,480,train
maze_5.0,maze,maze,465,495,train
maze_5.0,maze,maze,480,510,train
maze_5.0,maze,maze,495,525,train
maze_5.0,maze,maze,510,540,train
maze_5.0,maze,maze,525,555,train
maze_5.0,maze,maze,540,570,excluded
maze_5.0,maze,maze,555,585,excluded
maze_5.0,maze,maze,570,600,excluded
maze_5.0,maze,maze,585,615,validation
maze_5.0,maze,maze,600,630,validation
maze_5.0,maze,maze,615,645,validation
maze_5.0,maze,maze,630,660,validation
maze_5.0,maze,maze,645,675,validation
maze_5.0,maze,maze,660,690,validation
maze_5.0,maze,maze,675,705,validation
maze_5.0,maze,maze,690,720,validation
maze_5.0,maze,maze,705,735,validation
maze_5.0,maze,maze,720,750,validation
maze_5.0,maze,maze,735,765,excluded
maze_5.0,maze,maze,750,780,excluded
maze_5.0,maze,maze,765,795,excluded
maze_5.0,maze,maze,780,810,test
maze_5.0,maze,maze,795,825,test
maze_5.0,maze,maze,810,840,test
maze_5.0,maze,maze,825,855,test
maze_5.0,maze,maze,840,870,test
maze_5.0,maze,maze,855,885,test
maze_5.0,maze,maze,870,900,test
maze_5.0,maze,maze,885,915,test
maze_5.0,maze,maze,900,930,test
maze_5.0,maze,maze,915,945,test
maze_6.0,maze,maze,0,30,train
maze_6.0,maze,maze,15,45,train
maze_6.0,maze,maze,30,60,train
maze_6.0,maze,maze,45,75,train
maze_6.0,maze,maze,60,90,train
maze_6.0,maze,maze,75,105,train
maze_6.0,maze,maze,90,120,train
maze_6.0,maze,maze,105,135,train
maze_6.0,maze,maze,120,150,train
maze_6.0,maze,maze,135,165,train
maze_6.0,maze,maze,150,180,train
maze_6.0,maze,maze,165,195,train
maze_6.0,maze,maze,180,210,train
maze_6.0,maze,maze,195,225,train
maze_6.0,maze,maze,210,240,train
maze_6.0,maze,maze,225,255,train
maze_6.0,maze,maze,240,270,train
maze_6.0,maze,maze,255,285,train
maze_6.0,maze,maze,270,300,train
maze_6.0,maze,maze,285,315,train
maze_6.0,maze,maze,300,330,train
maze_6.0,maze,maze,315,345,train
maze_6.0,maze,maze,330,360,train
maze_6.0,maze,maze,345,375,train
maze_6.0,maze,maze,360,390,train
maze_6.0,maze,maze,375,405,train
maze_6.0,maze,maze,390,420,train
maze_6.0,maze,maze,405,435,train
maze_6.0,maze,maze,420,450,train
maze_6.0,maze,maze,435,465,train
maze_6.0,maze,maze,450,480,train
maze_6.0,maze,maze,465,495,train
maze_6.0,maze,maze,480,510,train
maze_6.0,maze,maze,495,525,train
maze_6.0,maze,maze,510,540,train
maze_6.0,maze,maze,525,555,excluded
maze_6.0,maze,maze,540,570,excluded
maze_6.0,maze,maze,555,585,excluded
maze_6.0,maze,maze,570,600,validation
maze_6.0,maze,maze,585,615,validation
maze_6.0,maze,maze,600,630,validation
maze_6.0,maze,maze,615,645,validation
maze_6.0,maze,maze,630,660,validation
maze_6.0,maze,maze,645,675,validation
maze_6.0,maze,maze,660,690,validation
maze_6.0,maze,maze,675,705,validation
maze_6.0,maze,maze,690,720,validation
maze_6.0,maze,maze,705,735,excluded
maze_6.0,maze,maze,720,750,excluded
maze_6.0,maze,maze,735,765,excluded
maze_6.0,maze,maze,750,780,test
maze_6.0,maze,maze,765,795,test
maze_6.0,maze,maze,780,810,test
maze_6.0,maze,maze,795,825,test
maze_6.0,maze,maze,810,840,test
maze_6.0,maze,maze,825,855,test
maze_6.0,maze,maze,840,870,test
maze_6.0,maze,maze,855,885,test
maze_6.0,maze,maze,870,900,test
maze_6.0,maze,maze,885,915,test
maze_7.0,maze,maze,0,30,train
maze_7.0,maze,maze,15,45,train
maze_7.0,maze,maze,30,60,train
maze_7.0,maze,maze,45,75,train
maze_7.0,maze,maze,60,90,train
maze_7.0,maze,maze,75,105,train
maze_7.0,maze,maze,90,120,train
maze_7.0,maze,maze,105,135,train
maze_7.0,maze,maze,120,150,train
maze_7.0,maze,maze,135,165,train
maze_7.0,maze,maze,150,180,train
maze_7.0,maze,maze,165,195,train
maze_7.0,maze,maze,180,210,train
maze_7.0,maze,maze,195,225,train
maze_7.0,maze,maze,210,240,train
maze_7.0,maze,maze,225,255,train
maze_7.0,maze,maze,240,270,train
maze_7.0,maze,maze,255,285,train
maze_7.0,maze,maze,270,300,train
maze_7.0,maze,maze,285,315,train
maze_7.0,maze,maze,300,330,train
maze_7.0,maze,maze,315,345,train
maze_7.0,maze,maze,330,360,train
maze_7.0,maze,maze,345,375,train
maze_7.0,maze,maze,360,390,train
maze_7.0,maze,maze,375,405,train
maze_7.0,maze,maze,390,420,train
maze_7.0,maze,maze,405,435,train
maze_7.0,maze,maze,420,450,train
maze_7.0,maze,maze,435,465,train
maze_7.0,maze,maze,450,480,train
maze_7.0,maze,maze,465,495,train
maze_7.0,maze,maze,480,510,train
maze_7.0,maze,maze,495,525,train
maze_7.0,maze,maze,510,540,train
maze_7.0,maze,maze,525,555,excluded
maze_7.0,maze,maze,540,570,excluded
maze_7.0,maze,maze,555,585,excluded
maze_7.0,maze,maze,570,600,validation
maze_7.0,maze,maze,585,615,validation
maze_7.0,maze,maze,600,630,validation
maze_7.0,maze,maze,615,645,validation
maze_7.0,maze,maze,630,660,validation
maze_7.0,maze,maze,645,675,validation
maze_7.0,maze,maze,660,690,validation
maze_7.0,maze,maze,675,705,validation
maze_7.0,maze,maze,690,720,validation
maze_7.0,maze,maze,705,735,excluded
maze_7.0,maze,maze,720,750,excluded
maze_7.0,maze,maze,735,765,excluded
maze_7.0,maze,maze,750,780,test
maze_7.0,maze,maze,765,795,test
maze_7.0,maze,maze,780,810,test
maze_7.0,maze,maze,795,825,test
maze_7.0,maze,maze,810,840,test
maze_7.0,maze,maze,825,855,test
maze_7.0,maze,maze,840,870,test
maze_7.0,maze,maze,855,885,test
maze_7.0,maze,maze,870,900,test
maze_7.0,maze,maze,885,915,test
maze_8.0,maze,maze,0,30,train
maze_8.0,maze,maze,15,45,train
maze_8.0,maze,maze,30,60,train
maze_8.0,maze,maze,45,75,train
maze_8.0,maze,maze,60,90,train
maze_8.0,maze,maze,75,105,train
maze_8.0,maze,maze,90,120,train
maze_8.0,maze,maze,105,135,train
maze_8.0,maze,maze,120,150,train
maze_8.0,maze,maze,135,165,train
maze_8.0,maze,maze,150,180,train
maze_8.0,maze,maze,165,195,train
maze_8.0,maze,maze,180,210,train
maze_8.0,maze,maze,195,225,train
maze_8.0,maze,maze,210,240,train
maze_8.0,maze,maze,225,255,train
maze_8.0,maze,maze,240,270,train
maze_8.0,maze,maze,255,285,train
maze_8.0,maze,maze,270,300,train
maze_8.0,maze,maze,285,315,train
maze_8.0,maze,maze,300,330,train
maze_8.0,maze,maze,315,345,train
maze_8.0,maze,maze,330,360,train
maze_8.0,maze,maze,345,375,train
maze_8.0,maze,maze,360,390,train
maze_8.0,maze,maze,375,405,train
maze_8.0,maze,maze,390,420,train
maze_8.0,maze,maze,405,435,train
maze_8.0,maze,maze,420,450,train
maze_8.0,maze,maze,435,465,train
maze_8.0,maze,maze,450,480,train
maze_8.0,maze,maze,465,495,train
maze_8.0,maze,maze,480,510,train
maze_8.0,maze,maze,495,525,train
maze_8.0,maze,maze,510,540,train
maze_8.0,maze,maze,525,555,excluded
maze_8.0,maze,maze,540,570,excluded
maze_8.0,maze,maze,555,585,excluded
maze_8.0,maze,maze,570,600,validation
maze_8.0,maze,maze,585,615,validation
maze_8.0,maze,maze,600,630,validation
maze_8.0,maze,maze,615,645,validation
maze_8.0,maze,maze,630,660,validation
maze_8.0,maze,maze,645,675,validation
maze_8.0,maze,maze,660,690,validation
maze_8.0,maze,maze,675,705,validation
maze_8.0,maze,maze,690,720,validation
maze_8.0,maze,maze,705,735,excluded
maze_8.0,maze,maze,720,750,excluded
maze_8.0,maze,maze,735,765,excluded
maze_8.0,maze,maze,750,780,test
maze_8.0,maze,maze,765,795,test
maze_8.0,maze,maze,780,810,test
maze_8.0,maze,maze,795,825,test
maze_8.0,maze,maze,810,840,test
maze_8.0,maze,maze,825,855,test
maze_8.0,maze,maze,840,870,test
maze_8.0,maze,maze,855,885,test
maze_8.0,maze,maze,870,900,test
maze_8.0,maze,maze,885,915,test
maze_9.0,maze,maze,0,30,train
maze_9.0,maze,maze,15,45,train
maze_9.0,maze,maze,30,60,train
maze_9.0,maze,maze,45,75,train
maze_9.0,maze,maze,60,90,train
maze_9.0,maze,maze,75,105,train
maze_9.0,maze,maze,90,120,train
maze_9.0,maze,maze,105,135,train
maze_9.0,maze,maze,120,150,train
maze_9.0,maze,maze,135,165,train
maze_9.0,maze,maze,150,180,train
maze_9.0,maze,maze,165,195,train
maze_9.0,maze,maze,180,210,train
maze_9.0,maze,maze,195,225,train
maze_9.0,maze,maze,210,240,train
maze_9.0,maze,maze,225,255,train
maze_9.0,maze,maze,240,270,train
maze_9.0,maze,maze,255,285,train
maze_9.0,maze,maze,270,300,train
maze_9.0,maze,maze,285,315,train
maze_9.0,maze,maze,300,330,train
maze_9.0,maze,maze,315,345,train
maze_9.0,maze,maze,330,360,train
maze_9.0,maze,maze,345,375,train
maze_9.0,maze,maze,360,390,train
maze_9.0,maze,maze,375,405,train
maze_9.0,maze,maze,390,420,train
maze_9.0,maze,maze,405,435,train
maze_9.0,maze,maze,420,450,train
maze_9.0,maze,maze,435,465,train
maze_9.0,maze,maze,450,480,train
maze_9.0,maze,maze,465,495,train
maze_9.0,maze,maze,480,510,train
maze_9.0,maze,maze,495,525,train
maze_9.0,maze,maze,510,540,train
maze_9.0,maze,maze,525,555,train
maze_9.0,maze,maze,540,570,excluded
maze_9.0,maze,maze,555,585,excluded
maze_9.0,maze,maze,570,600,excluded
maze_9.0,maze,maze,585,615,validation
maze_9.0,maze,maze,600,630,validation
maze_9.0,maze,maze,615,645,validation
maze_9.0,maze,maze,630,660,validation
maze_9.0,maze,maze,645,675,validation
maze_9.0,maze,maze,660,690,validation
maze_9.0,maze,maze,675,705,validation
maze_9.0,maze,maze,690,720,validation
maze_9.0,maze,maze,705,735,validation
maze_9.0,maze,maze,720,750,validation
maze_9.0,maze,maze,735,765,excluded
maze_9.0,maze,maze,750,780,excluded
maze_9.0,maze,maze,765,795,excluded
maze_9.0,maze,maze,780,810,test
maze_9.0,maze,maze,795,825,test
maze_9.0,maze,maze,810,840,test
maze_9.0,maze,maze,825,855,test
maze_9.0,maze,maze,840,870,test
maze_9.0,maze,maze,855,885,test
maze_9.0,maze,maze,870,900,test
maze_9.0,maze,maze,885,915,test
maze_9.0,maze,maze,900,930,test
maze_9.0,maze,maze,915,945,test
simulations_1.0,beach,simulations,0,30,train
simulations_1.0,beach,simulations,15,45,train
simulations_1.0,beach,simulations,30,60,train
simulations_1.0,beach,simulations,45,75,train
simulations_1.0,beach,simulations,60,90,train
simulations_1.0,beach,simulations,75,105,train
simulations_1.0,beach,simulations,90,120,train
simulations_1.0,beach,simulations,105,135,train
simulations_1.0,beach,simulations,120,150,train
simulations_1.0,beach,simulations,135,165,train
simulations_1.0,beach,simulations,150,180,train
simulations_1.0,beach,simulations,165,195,train
simulations_1.0,beach,simulations,180,210,train
simulations_1.0,beach,simulations,195,225,train
simulations_1.0,beach,simulations,210,240,train
simulations_1.0,beach,simulations,225,255,excluded
simulations_1.0,beach,simulations,240,270,excluded
simulations_1.0,beach,simulations,255,285,excluded
simulations_1.0,beach,simulations,270,300,validation
simulations_1.0,beach,simulations,285,315,validation
simulations_1.0,beach,simulations,300,330,validation
simulations_1.0,beach,simulations,315,345,excluded
simulations_1.0,beach,simulations,330,360,excluded
simulations_1.0,beach,simulations,345,375,excluded
simulations_1.0,beach,simulations,360,390,test
simulations_1.0,beach,simulations,375,405,test
simulations_1.0,beach,simulations,390,420,test
simulations_1.0,roller,simulations,0,30,train
simulations_1.0,roller,simulations,15,45,train
simulations_1.0,roller,simulations,30,60,train
simulations_1.0,roller,simulations,45,75,train
simulations_1.0,roller,simulations,60,90,train
simulations_1.0,roller,simulations,75,105,train
simulations_1.0,roller,simulations,90,120,train
simulations_1.0,roller,simulations,105,135,train
simulations_1.0,roller,simulations,120,150,train
simulations_1.0,roller,simulations,135,165,train
simulations_1.0,roller,simulations,150,180,train
simulations_1.0,roller,simulations,165,195,train
simulations_1.0,roller,simulations,180,210,train
simulations_1.0,roller,simulations,195,225,train
simulations_1.0,roller,simulations,210,240,train
simulations_1.0,roller,simulations,225,255,excluded
simulations_1.0,roller,simulations,240,270,excluded
simulations_1.0,roller,simulations,255,285,excluded
simulations_1.0,roller,simulations,270,300,validation
simulations_1.0,roller,simulations,285,315,validation
simulations_1.0,roller,simulations,300,330,validation
simulations_1.0,roller,simulations,315,345,excluded
simulations_1.0,roller,simulations,330,360,excluded
simulations_1.0,roller,simulations,345,375,excluded
simulations_1.0,roller,simulations,360,390,test
simulations_1.0,roller,simulations,375,405,test
simulations_1.0,roller,simulations,390,420,test
simulations_1.0,room,simulations,0,30,train
simulations_1.0,room,simulations,15,45,train
simulations_1.0,room,simulations,30,60,train
simulations_1.0,room,simulations,45,75,train
simulations_1.0,room,simulations,60,90,train
simulations_1.0,room,simulations,75,105,train
simulations_1.0,room,simulations,90,120,train
simulations_1.0,room,simulations,105,135,train
simulations_1.0,room,simulations,120,150,train
simulations_1.0,room,simulations,135,165,train
simulations_1.0,room,simulations,150,180,train
simulations_1.0,room,simulations,165,195,train
simulations_1.0,room,simulations,180,210,train
simulations_1.0,room,simulations,195,225,train
simulations_1.0,room,simulations,210,240,train
simulations_1.0,room,simulations,225,255,excluded
simulations_1.0,room,simulations,240,270,excluded
simulations_1.0,room,simulations,255,285,excluded
simulations_1.0,room,simulations,270,300,validation
simulations_1.0,room,simulations,285,315,validation
simulations_1.0,room,simulations,300,330,validation
simulations_1.0,room,simulations,315,345,excluded
simulations_1.0,room,simulations,330,360,excluded
simulations_1.0,room,simulations,345,375,excluded
simulations_1.0,room,simulations,360,390,test
simulations_1.0,room,simulations,375,405,test
simulations_1.0,room,simulations,390,420,test
simulations_1.0,sea,simulations,0,30,train
simulations_1.0,sea,simulations,15,45,train
simulations_1.0,sea,simulations,30,60,train
simulations_1.0,sea,simulations,45,75,train
simulations_1.0,sea,simulations,60,90,train
simulations_1.0,sea,simulations,75,105,train
simulations_1.0,sea,simulations,90,120,train
simulations_1.0,sea,simulations,105,135,train
simulations_1.0,sea,simulations,120,150,train
simulations_1.0,sea,simulations,135,165,train
simulations_1.0,sea,simulations,150,180,train
simulations_1.0,sea,simulations,165,195,train
simulations_1.0,sea,simulations,180,210,train
simulations_1.0,sea,simulations,195,225,train
simulations_1.0,sea,simulations,210,240,train
simulations_1.0,sea,simulations,225,255,excluded
simulations_1.0,sea,simulations,240,270,excluded
simulations_1.0,sea,simulations,255,285,excluded
simulations_1.0,sea,simulations,270,300,validation
simulations_1.0,sea,simulations,285,315,validation
simulations_1.0,sea,simulations,300,330,validation
simulations_1.0,sea,simulations,315,345,excluded
simulations_1.0,sea,simulations,330,360,excluded
simulations_1.0,sea,simulations,345,375,excluded
simulations_1.0,sea,simulations,360,390,test
simulations_1.0,sea,simulations,375,405,test
simulations_1.0,sea,simulations,390,420,test
simulations_1.0,walk,simulations,0,30,train
simulations_1.0,walk,simulations,15,45,train
simulations_1.0,walk,simulations,30,60,train
simulations_1.0,walk,simulations,45,75,train
simulations_1.0,walk,simulations,60,90,train
simulations_1.0,walk,simulations,75,105,train
simulations_1.0,walk,simulations,90,120,train
simulations_1.0,walk,simulations,105,135,train
simulations_1.0,walk,simulations,120,150,train
simulations_1.0,walk,simulations,135,165,train
simulations_1.0,walk,simulations,150,180,train
simulations_1.0,walk,simulations,165,195,train
simulations_1.0,walk,simulations,180,210,train
simulations_1.0,walk,simulations,195,225,train
simulations_1.0,walk,simulations,210,240,train
simulations_1.0,walk,simulations,225,255,excluded
simulations_1.0,walk,simulations,240,270,excluded
simulations_1.0,walk,simulations,255,285,excluded
simulations_1.0,walk,simulations,270,300,validation
simulations_1.0,walk,simulations,285,315,validation
simulations_1.0,walk,simulations,300,330,validation
simulations_1.0,walk,simulations,315,345,excluded
simulations_1.0,walk,simulations,330,360,excluded
simulations_1.0,walk,simulations,345,375,excluded
simulations_1.0,walk,simulations,360,390,test
simulations_1.0,walk,simulations,375,405,test
simulations_1.0,walk,simulations,390,420,test
simulations_10.0,beach,simulations,0,30,train
simulations_10.0,beach,simulations,15,45,train
simulations_10.0,beach,simulations,30,60,train
simulations_10.0,beach,simulations,45,75,train
simulations_10.0,beach,simulations,60,90,train
simulations_10.0,beach,simulations,75,105,train
simulations_10.0,beach,simulations,90,120,train
simulations_10.0,beach,simulations,105,135,train
simulations_10.0,beach,simulations,120,150,train
simulations_10.0,beach,simulations,135,165,train
simulations_10.0,beach,simulations,150,180,train
simulations_10.0,beach,simulations,165,195,train
simulations_10.0,beach,simulations,180,210,train
simulations_10.0,beach,simulations,195,225,train
simulations_10.0,beach,simulations,210,240,excluded
simulations_10.0,beach,simulations,225,255,excluded
simulations_10.0,beach,simulations,240,270,excluded
simulations_10.0,beach,simulations,255,285,validation
simulations_10.0,beach,simulations,270,300,validation
simulations_10.0,beach,simulations,285,315,excluded
simulations_10.0,beach,simulations,300,330,excluded
simulations_10.0,beach,simulations,315,345,excluded
simulations_10.0,beach,simulations,330,360,test
simulations_10.0,beach,simulations,345,375,test
simulations_10.0,beach,simulations,360,390,test
simulations_10.0,roller,simulations,0,30,train
simulations_10.0,roller,simulations,15,45,train
simulations_10.0,roller,simulations,30,60,train
simulations_10.0,roller,simulations,45,75,train
simulations_10.0,roller,simulations,60,90,train
simulations_10.0,roller,simulations,75,105,excluded
simulations_10.0,roller,simulations,90,120,excluded
simulations_10.0,roller,simulations,105,135,excluded
simulations_10.0,roller,simulations,120,150,excluded
simulations_10.0,room,simulations,0,30,train
simulations_10.0,room,simulations,15,45,train
simulations_10.0,room,simulations,30,60,train
simulations_10.0,room,simulations,45,75,train
simulations_10.0,room,simulations,60,90,train
simulations_10.0,room,simulations,75,105,train
simulations_10.0,room,simulations,90,120,train
simulations_10.0,room,simulations,105,135,train
simulations_10.0,room,simulations,120,150,train
simulations_10.0,room,simulations,135,165,train
simulations_10.0,room,simulations,150,180,train
simulations_10.0,room,simulations,165,195,train
simulations_10.0,room,simulations,180,210,train
simulations_10.0,room,simulations,195,225,train
simulations_10.0,room,simulations,210,240,excluded
simulations_10.0,room,simulations,225,255,excluded
simulations_10.0,room,simulations,240,270,excluded
simulations_10.0,room,simulations,255,285,validation
simulations_10.0,room,simulations,270,300,validation
simulations_10.0,room,simulations,285,315,excluded
simulations_10.0,room,simulations,300,330,excluded
simulations_10.0,room,simulations,315,345,excluded
simulations_10.0,room,simulations,330,360,test
simulations_10.0,room,simulations,345,375,test
simulations_10.0,room,simulations,360,390,test
simulations_10.0,sea,simulations,0,30,train
simulations_10.0,sea,simulations,15,45,train
simulations_10.0,sea,simulations,30,60,train
simulations_10.0,sea,simulations,45,75,train
simulations_10.0,sea,simulations,60,90,train
simulations_10.0,sea,simulations,75,105,train
simulations_10.0,sea,simulations,90,120,train
simulations_10.0,sea,simulations,105,135,train
simulations_10.0,sea,simulations,120,150,train
simulations_10.0,sea,simulations,135,165,train
simulations_10.0,sea,simulations,150,180,train
simulations_10.0,sea,simulations,165,195,train
simulations_10.0,sea,simulations,180,210,train
simulations_10.0,sea,simulations,195,225,train
simulations_10.0,sea,simulations,210,240,excluded
simulations_10.0,sea,simulations,225,255,excluded
simulations_10.0,sea,simulations,240,270,excluded
simulations_10.0,sea,simulations,255,285,validation
simulations_10.0,sea,simulations,270,300,validation
simulations_10.0,sea,simulations,285,315,excluded
simulations_10.0,sea,simulations,300,330,excluded
simulations_10.0,sea,simulations,315,345,excluded
simulations_10.0,sea,simulations,330,360,test
simulations_10.0,sea,simulations,345,375,test
simulations_10.0,sea,simulations,360,390,test
simulations_10.0,walk,simulations,0,30,train
simulations_10.0,walk,simulations,15,45,train
simulations_10.0,walk,simulations,30,60,train
simulations_10.0,walk,simulations,45,75,train
simulations_10.0,walk,simulations,60,90,train
simulations_10.0,walk,simulations,75,105,train
simulations_10.0,walk,simulations,90,120,train
simulations_10.0,walk,simulations,105,135,train
simulations_10.0,walk,simulations,120,150,train
simulations_10.0,walk,simulations,135,165,train
simulations_10.0,walk,simulations,150,180,train
simulations_10.0,walk,simulations,165,195,train
simulations_10.0,walk,simulations,180,210,train
simulations_10.0,walk,simulations,195,225,train
simulations_10.0,walk,simulations,210,240,excluded
simulations_10.0,walk,simulations,225,255,excluded
simulations_10.0,walk,simulations,240,270,excluded
simulations_10.0,walk,simulations,255,285,validation
simulations_10.0,walk,simulations,270,300,validation
simulations_10.0,walk,simulations,285,315,excluded
simulations_10.0,walk,simulations,300,330,excluded
simulations_10.0,walk,simulations,315,345,excluded
simulations_10.0,walk,simulations,330,360,test
simulations_10.0,walk,simulations,345,375,test
simulations_10.0,walk,simulations,360,390,test
simulations_11.0,beach,simulations,0,30,train
simulations_11.0,beach,simulations,15,45,train
simulations_11.0,beach,simulations,30,60,train
simulations_11.0,beach,simulations,45,75,train
simulations_11.0,beach,simulations,60,90,train
simulations_11.0,beach,simulations,75,105,train
simulations_11.0,beach,simulations,90,120,train
simulations_11.0,beach,simulations,105,135,train
simulations_11.0,beach,simulations,120,150,train
simulations_11.0,beach,simulations,135,165,train
simulations_11.0,beach,simulations,150,180,train
simulations_11.0,beach,simulations,165,195,train
simulations_11.0,beach,simulations,180,210,train
simulations_11.0,beach,simulations,195,225,train
simulations_11.0,beach,simulations,210,240,excluded
simulations_11.0,beach,simulations,225,255,excluded
simulations_11.0,beach,simulations,240,270,excluded
simulations_11.0,beach,simulations,255,285,validation
simulations_11.0,beach,simulations,270,300,validation
simulations_11.0,beach,simulations,285,315,excluded
simulations_11.0,beach,simulations,300,330,excluded
simulations_11.0,beach,simulations,315,345,excluded
simulations_11.0,beach,simulations,330,360,test
simulations_11.0,beach,simulations,345,375,test
simulations_11.0,beach,simulations,360,390,test
